2026-02-27 10:03:43 | LLMService | INFO | Primary LLM Provider: LM_STUDIO
2026-02-27 10:55:04 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:55:09 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:55:09 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:55:17 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about locations associated with events and activities.
2026-02-27 10:55:18 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 10:55:19 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:55:26 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:55:42 | LLMService | INFO | [LLM] Identified 3 information needs for query: Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play?
2026-02-27 10:55:42 | LLMService | INFO |   1. What conference did the Colorado Buffaloes play in?
2026-02-27 10:55:42 | LLMService | INFO |   2. Which season was the 14th season for that conference?
2026-02-27 10:55:42 | LLMService | INFO |   3. What was the record of the Colorado Buffaloes in conference play during the 14th season of that conference?
2026-02-27 10:55:43 | LLMService | INFO | [LLM] back-ref rewrite: 'Which season was the 14th season for that conference?' → 'Which season was the 14th season for [placeholder]?'
2026-02-27 10:55:45 | LLMService | INFO | [LLM] back-ref rewrite: 'What was the record of the Colorado Buffaloes in conference play during the 14th season of that conference?' → 'What was the record of [the team] in conference play during the 14th season of [the league]?'
2026-02-27 10:55:45 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:55:45 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:55:53 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve event details, specifically dates and locations of past activities.
2026-02-27 10:55:54 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:55:55 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 10:56:06 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:56:06 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:56:14 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve chronological event data related to sports seasons and leagues.
2026-02-27 10:56:16 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:56:16 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:56:25 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:56:25 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:56:33 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve chronological event details related to sports seasons and leagues.
2026-02-27 10:56:34 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 10:56:35 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:56:40 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:56:40 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:56:48 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve conference play records for a specific season and team from your memory.
2026-02-27 10:56:50 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'enterprise', 'group']
2026-02-27 10:56:51 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:57:02 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:57:17 | LLMService | INFO | [LLM] Identified 2 information needs for query: In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?
2026-02-27 10:57:17 | LLMService | INFO |   1. Who bought Euromarché in 1991?
2026-02-27 10:57:17 | LLMService | INFO |   2. How did the chain that bought Euromarché operate at the end of 2016?
2026-02-27 10:57:18 | LLMService | INFO | [LLM] back-ref rewrite: 'How did the chain that bought Euromarché operate at the end of 2016?' → 'How did [the ownership group] that bought [Euromarché] operate at the end of 2016?'
2026-02-27 10:57:18 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:57:18 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:57:27 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about acquisitions, mergers, and ownership changes involving companies.
2026-02-27 10:57:28 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:57:29 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:57:35 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:57:35 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:57:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about Carrefour’s operations and activities during 2016.
2026-02-27 10:57:46 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:57:46 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:57:53 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:58:03 | LLMService | INFO | [LLM] Identified 2 information needs for query: What race track in the midwest hosts a 500 mile race eavery May?
2026-02-27 10:58:03 | LLMService | INFO |   1. What race tracks are located in the Midwest?
2026-02-27 10:58:03 | LLMService | INFO |   2. Which of those race tracks hosts a 500-mile race every May?
2026-02-27 10:58:04 | LLMService | INFO | [LLM] back-ref rewrite: 'Which of those race tracks hosts a 500-mile race every May?' → 'Which of [placeholder] race tracks hosts a 500-mile race every May?'
2026-02-27 10:58:04 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:58:04 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:58:15 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve locations – specifically, addresses and geographic information – related to events.
2026-02-27 10:58:17 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:58:25 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:58:25 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:58:35 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve event details related to races, specifically focusing on track locations and dates.
2026-02-27 10:58:36 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 10:58:37 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:58:45 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:58:56 | LLMService | INFO | [LLM] Identified 3 information needs for query: In what city did the "Prince of tenors" star in a film based on an opera by Giacomo Puccini?
2026-02-27 10:58:56 | LLMService | INFO |   1. Who was the "Prince of tenors"?
2026-02-27 10:58:56 | LLMService | INFO |   2. What opera by Giacomo Puccini was filmed?
2026-02-27 10:58:56 | LLMService | INFO |   3. In what city was the film based on [opera] produced?
2026-02-27 10:58:56 | LLMService | INFO | [LLM] back-ref rewrite: 'What opera by Giacomo Puccini was filmed?' → 'What opera by [placeholder] was filmed?'
2026-02-27 10:58:57 | LLMService | INFO | [LLM] back-ref rewrite: 'In what city was the film based on [opera] produced?' → 'In what city was the [opera] based film produced?'
2026-02-27 10:58:57 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:58:57 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:59:05 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information focusing on professional achievements and accolades for a notable individual.
2026-02-27 10:59:06 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:59:17 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:59:17 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:59:25 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve filmography information related to roles and productions for a specific artist.
2026-02-27 10:59:26 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 10:59:27 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:59:36 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:59:36 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:59:47 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about locations associated with the person mentioned.
2026-02-27 10:59:48 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 10:59:49 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:59:58 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:00:10 | LLMService | INFO | [LLM] Identified 2 information needs for query: Ellie Goulding worked with what other writers on her third studio album, Delirium?
2026-02-27 11:00:10 | LLMService | INFO |   1. Who wrote Delirium?
2026-02-27 11:00:10 | LLMService | INFO |   2. With whom did [writer] work on Delirium?
2026-02-27 11:00:11 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:00:11 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:00:19 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about authors, including their creative works and publications.
2026-02-27 11:00:21 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:00:21 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:00:30 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:00:30 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:00:38 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about collaborations and creative partnerships involving the person mentioned.
2026-02-27 11:00:39 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:00:40 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:00:48 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:00:48 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:00:56 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about collaborations and creative partnerships involving a person.
2026-02-27 11:00:58 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:00:59 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:01:05 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:01:14 | LLMService | INFO | [LLM] Identified 3 information needs for query: Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.
2026-02-27 11:01:14 | LLMService | INFO |   1. What Australian city was founded in 1838?
2026-02-27 11:01:14 | LLMService | INFO |   2. Who opened a boarding school in that city?
2026-02-27 11:01:14 | LLMService | INFO |   3. What is the name of the London school that the Australian boarding school was named after?
2026-02-27 11:01:15 | LLMService | INFO | [LLM] back-ref rewrite: 'Who opened a boarding school in that city?' → 'Who opened a boarding school in [placeholder]?'
2026-02-27 11:01:16 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the name of the London school that the Australian boarding school was named after?' → 'What is the name of [the school] that [the Australian boarding school] was named after?'
2026-02-27 11:01:16 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:01:16 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:01:24 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical founding dates and locations of cities from your personal knowledge base.
2026-02-27 11:01:25 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 11:01:33 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:01:33 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:01:41 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about founding events and locations related to educational institutions.
2026-02-27 11:01:42 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:01:43 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:01:52 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:01:52 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:02:00 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about family relationships and historical influences for individuals.
2026-02-27 11:02:01 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:02:05 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:02:16 | LLMService | INFO | [LLM] Identified 2 information needs for query: D1NZ is a series based on what oversteering technique?
2026-02-27 11:02:16 | LLMService | INFO |   1. What series is D1NZ based on?
2026-02-27 11:02:16 | LLMService | INFO |   2. What oversteering technique is D1NZ based on?
2026-02-27 11:02:17 | LLMService | INFO | [LLM] back-ref rewrite: 'What oversteering technique is D1NZ based on?' → 'What oversteering technique is [D1NZ] based on?'
2026-02-27 11:02:17 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:02:17 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:02:25 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about origins, influences, and related works for the person.
2026-02-27 11:02:26 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:02:33 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:02:33 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:02:41 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve technical explanations and underlying principles related to driving techniques from my knowledge base.
2026-02-27 11:02:43 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:02:44 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:02:52 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:03:03 | LLMService | INFO | [LLM] Identified 4 information needs for query: who is younger Keith Bostic or Jerry Glanville ?
2026-02-27 11:03:03 | LLMService | INFO |   1. Who is Keith Bostic?
2026-02-27 11:03:03 | LLMService | INFO |   2. What is Keith Bostic’s birthdate?
2026-02-27 11:03:03 | LLMService | INFO |   3. Who is Jerry Glanville?
2026-02-27 11:03:03 | LLMService | INFO |   4. What is Jerry Glanville’s birthdate?
2026-02-27 11:03:04 | LLMService | INFO | [LLM] back-ref rewrite: 'What is Keith Bostic’s birthdate?' → 'What is [placeholder]'s birthdate?'
2026-02-27 11:03:04 | LLMService | INFO | [LLM] back-ref rewrite: 'Who is Jerry Glanville?' → 'Who is [placeholder]?'
2026-02-27 11:03:05 | LLMService | INFO | [LLM] back-ref rewrite: 'What is Jerry Glanville’s birthdate?' → 'What is [placeholder]'s birthdate?'
2026-02-27 11:03:05 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:03:05 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:03:13 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including career history and notable achievements related to the person.
2026-02-27 11:03:14 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:03:21 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:03:21 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:03:29 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, specifically focusing on dates and events related to a person's life.
2026-02-27 11:03:30 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:03:32 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:03:32 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:03:41 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, specifically focusing on dates and events related to a person's life.
2026-02-27 11:03:42 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:03:42 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:03:42 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:03:49 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including relevant events and associations related to the person.
2026-02-27 11:03:50 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:03:52 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:03:52 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:03:59 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about people, focusing on their accomplishments and associations.
2026-02-27 11:04:00 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:04:01 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:04:01 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:04:09 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about key dates, including birthdates and significant events.
2026-02-27 11:04:10 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:04:17 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:04:17 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:04:24 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about key dates, including birthdates and significant life events.
2026-02-27 11:04:26 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:04:30 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:04:43 | LLMService | INFO | [LLM] Identified 2 information needs for query: According to the 2001 census, what was the population of the city in which Kirton End is located?
2026-02-27 11:04:43 | LLMService | INFO |   1. What city contains Kirton End?
2026-02-27 11:04:43 | LLMService | INFO |   2. According to the 2001 census, what was the population of [city]?
2026-02-27 11:04:44 | LLMService | INFO | [LLM] back-ref rewrite: 'According to the 2001 census, what was the population of [city]?' → 'According to the 2001 census, what was the population of [placeholder]?'
2026-02-27 11:04:44 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:04:44 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:04:52 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve geographical information – specifically, locations associated with people or places.
2026-02-27 11:04:53 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'landmark']
2026-02-27 11:04:59 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:04:59 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:05:08 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve factual information about locations, including population data and associated details.
2026-02-27 11:05:09 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:05:17 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:05:26 | LLMService | INFO | [LLM] Identified 2 information needs for query: Are both Cypress and Ajuga genera?
2026-02-27 11:05:26 | LLMService | INFO |   1. What is the botanical classification of *Cypress*?
2026-02-27 11:05:26 | LLMService | INFO |   2. What is the botanical classification of *Ajuga*?
2026-02-27 11:05:27 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the botanical classification of *Ajuga*?' → 'What is the botanical classification of [Ajuga]?'
2026-02-27 11:05:27 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:05:27 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:05:35 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve botanical classifications, scientific names, and related taxonomic information.
2026-02-27 11:05:36 | LLMService | DEBUG | [LLM] Type synonyms for 'plant': ['plant', 'flora', 'vegetation', 'greenery', 'foliage', 'herbaceous plant']
2026-02-27 11:05:37 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 11:05:46 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:05:46 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:05:54 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve botanical classifications and taxonomic information from my knowledge base.
2026-02-27 11:05:55 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'enterprise', 'group']
2026-02-27 11:06:04 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:06:16 | LLMService | INFO | [LLM] Identified 3 information needs for query: What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?
2026-02-27 11:06:16 | LLMService | INFO |   1. Who was the former NBA player who played for the Charlotte Hornets during the 1992-93 season?
2026-02-27 11:06:16 | LLMService | INFO |   2. Who was the head coach for the Charlotte Sting in the WNBA?
2026-02-27 11:06:16 | LLMService | INFO |   3. What is the relationship between the former NBA player and the Charlotte Sting coach (e.g., did they play for the same team, were they connected in some way)?
2026-02-27 11:06:17 | LLMService | INFO | [LLM] back-ref rewrite: 'Who was the head coach for the Charlotte Sting in the WNBA?' → 'Who was the head coach for [placeholder] in the WNBA?'
2026-02-27 11:06:19 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the relationship between the former NBA player and the Charlotte Sting coach (e.g., did they play for the same team, were they connected in some way)?' → 'What is the relationship between [former NBA player] and [Charlotte Sting coach] (e.g., did they play for the same team, were they connected in some way)?'
2026-02-27 11:06:19 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:06:19 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:06:28 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about athletes, focusing on their team affiliations and playing seasons.
2026-02-27 11:06:29 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:06:30 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 11:06:39 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:06:39 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:06:48 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about professional sports teams and player relationships.
