2026-02-26 21:07:58 | IngestionPipeline | INFO | Extraction Completed: summary='' domain='Professional' entities=[Entity(name='Bill Cosby', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records. It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.'), Entity(name='Stax Records', type='Organization', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Partee Records', type='Organization', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Ray Parker, Jr.', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records. It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.'), Entity(name='Stu Gardner', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records. It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.')] concepts=[Concept(name='Album', definition='', isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby.'), Concept(name='Music', definition='', isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.')] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 04:31:14 | IngestionPipeline | INFO |   [Perf] Summarization took: 62.6925s
2026-02-27 04:31:14 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: terry richardson (Entity:Person)
2026-02-27 04:31:14 | IngestionPipeline | INFO | [Ingestion] Marked Note 16ef2c65-19fa-4c04-b55f-6533a0670459 as Processed.
2026-02-27 04:31:14 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 132.9083s
2026-02-27 04:31:14 | IngestionPipeline | INFO | [2026-02-27 04:31:14.136161] SUCCESS: Note 16ef2c65-19fa-4c04-b55f-6533a0670459 fully indexed in 132.91s.
2026-02-27 04:31:14 | IngestionPipeline | INFO | [2026-02-27 04:31:14.246360] START: Ingesting Note 8f5b74d3-03a0-4c6a-93c8-51ab30b4775b
2026-02-27 04:31:14 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 04:31:14 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 04:31:14 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-02-27 04:31:14 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 04:31:27 | IngestionPipeline | INFO | Extraction Completed: summary='The Moche Rip Curl Pro Portugal 2015 was an event of the Association of Surfing Professionals for 2015 ASP World Tour.' domain='Professional' entities=[Entity(name='Moche Rip Curl Pro Portugal 2015', type='Event', importance=0.5, isolated_context='# Moche Rip Curl Pro Portugal 2015\nThe Moche Rip Curl Pro Portugal 2015 was an event of the Association of Surfing Professionals for 2015 ASP World Tour.')] concepts=[] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 04:31:27 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Moche Rip Curl Pro Portugal 2015']
2026-02-27 04:31:27 | IngestionPipeline | INFO | Filtered/Renamed Concepts: []
2026-02-27 04:31:27 | IngestionPipeline | INFO | Standardized Extraction: summary='The Moche Rip Curl Pro Portugal 2015 was an event of the Association of Surfing Professionals for 2015 ASP World Tour.' domain='Professional' entities=[Entity(name='Moche Rip Curl Pro Portugal 2015', type='Event', importance=0.5, isolated_context='# Moche Rip Curl Pro Portugal 2015\nThe Moche Rip Curl Pro Portugal 2015 was an event of the Association of Surfing Professionals for 2015 ASP World Tour.')] concepts=[] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 04:31:27 | IngestionPipeline | INFO | Extracted: 1 entities, 0 concepts, 0 references.
2026-02-27 04:31:27 | IngestionPipeline | INFO | Domain: Professional
2026-02-27 04:31:27 | IngestionPipeline | INFO | Extraction took: 13.0682s
2026-02-27 04:31:27 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'Moche Rip Curl Pro Portugal 2015'
2026-02-27 04:31:29 | IngestionPipeline | INFO | [Community] Assigned 1 nodes to 'Professional Knowledge'
2026-02-27 04:31:38 | IngestionPipeline | INFO | [Community] Updated summary and embedding for 'Professional Knowledge'
2026-02-27 04:31:38 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 8f5b74d3-03a0-4c6a-93c8-51ab30b4775b: 'Moche Rip Curl Pro Portugal 2015'
2026-02-27 04:31:38 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 8f5b74d3-03a0-4c6a-93c8-51ab30b4775b: 'Professional'
2026-02-27 04:31:38 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 11.4494s
2026-02-27 04:31:38 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:31:38 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:31:47 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Entity: moche rip curl pro portugal 2015
2026-02-27 04:31:47 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: moche rip curl pro portugal 2015
2026-02-27 04:31:48 | IngestionPipeline | INFO |   Summary updated for Entity: moche rip curl pro portugal 2015 (Title: moche rip curl pro portugal 2015)
2026-02-27 04:31:48 | IngestionPipeline | INFO |   [Perf] Summarization took: 9.5421s
2026-02-27 04:31:48 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: moche rip curl pro portugal 2015 (Entity:Event)
2026-02-27 04:32:00 | IngestionPipeline | INFO | [Ingestion] Marked Note 8f5b74d3-03a0-4c6a-93c8-51ab30b4775b as Processed.
2026-02-27 04:32:00 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 34.0670s
2026-02-27 04:32:00 | IngestionPipeline | INFO | [2026-02-27 04:32:00.875766] SUCCESS: Note 8f5b74d3-03a0-4c6a-93c8-51ab30b4775b fully indexed in 34.07s.
2026-02-27 04:32:01 | IngestionPipeline | INFO | [2026-02-27 04:32:01.116021] START: Ingesting Note 81f21ef2-e12e-4338-917e-b9e35812e63d
2026-02-27 04:32:01 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 04:32:01 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 04:32:01 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-02-27 04:32:01 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 04:33:02 | IngestionPipeline | INFO | Extraction Completed: summary='' domain='Personal' entities=[] concepts=[] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 04:33:02 | IngestionPipeline | INFO | Filtered/Renamed Entities: []
2026-02-27 04:33:02 | IngestionPipeline | INFO | Filtered/Renamed Concepts: []
2026-02-27 04:33:02 | IngestionPipeline | INFO | Standardized Extraction: summary='' domain='Personal' entities=[] concepts=[] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 04:33:02 | IngestionPipeline | INFO | Extracted: 0 entities, 0 concepts, 0 references.
2026-02-27 04:33:02 | IngestionPipeline | INFO | Domain: Personal
2026-02-27 04:33:02 | IngestionPipeline | INFO | Extraction took: 61.1617s
2026-02-27 04:33:02 | IngestionPipeline | INFO | [Ingestion] Using provided title: '2016_17 Colorado Buffaloes men_s basketball team'
2026-02-27 04:33:06 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 81f21ef2-e12e-4338-917e-b9e35812e63d: '2016_17 Colorado Buffaloes men_s basketball team'
2026-02-27 04:33:06 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 81f21ef2-e12e-4338-917e-b9e35812e63d: 'Personal'
2026-02-27 04:33:06 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 4.1484s
2026-02-27 04:33:06 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:33:06 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:33:06 | IngestionPipeline | INFO |   [Perf] Summarization took: 0.0003s
2026-02-27 04:33:06 | IngestionPipeline | INFO | [Ingestion] Marked Note 81f21ef2-e12e-4338-917e-b9e35812e63d as Processed.
2026-02-27 04:33:06 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 65.3185s
2026-02-27 04:33:06 | IngestionPipeline | INFO | [2026-02-27 04:33:06.643439] SUCCESS: Note 81f21ef2-e12e-4338-917e-b9e35812e63d fully indexed in 65.32s.
2026-02-27 04:33:06 | IngestionPipeline | INFO | [2026-02-27 04:33:06.750136] START: Ingesting Note bff27aca-4f57-4d10-8354-9556698b5c21
2026-02-27 04:33:06 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 04:33:06 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 04:33:06 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-02-27 04:33:06 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 04:33:29 | IngestionPipeline | INFO | Extraction Completed: summary='Mondelez International is a multinational confectionery, food, and beverage company.' domain='Professional' entities=[Entity(name='Mondelez International', type='Organization', importance=0.5, isolated_context='Mondelez International, Inc., styled Mondelēz ( ), is an American multinational confectionery, food, and beverage company based in Illinois which employs about 107,000 people around the world. It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations. The Mondelez name, adopted in 2012, was suggested by Kraft Foods employees and is derived from the words "mundus" (Latin for "world") and "delez" (a proxy for the word "delicious").')] concepts=[Concept(name='Spin-off', definition='', isolated_context='It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations.')] tasks=[] persona_traits=[] references=[ExternalReference(title='Mondelez International', type='Organization', content='', source='User', isolated_context='Mondelez International, Inc., styled Mondelēz ( ), is an American multinational confectionery, food, and beverage company based in Illinois which employs about 107,000 people around the world. It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations. The Mondelez name, adopted in 2012, was suggested by Kraft Foods employees and is derived from the words "mundus" (Latin for "world") and "delez" (a proxy for the word "delicious").')] relationships=[] sentiment='Neutral'
2026-02-27 04:33:29 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Mondelez International']
2026-02-27 04:33:29 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['Spin-off']
2026-02-27 04:33:29 | IngestionPipeline | INFO | Standardized Extraction: summary='Mondelez International is a multinational confectionery, food, and beverage company.' domain='Professional' entities=[Entity(name='Mondelez International', type='Organization', importance=0.5, isolated_context='Mondelez International, Inc., styled Mondelēz ( ), is an American multinational confectionery, food, and beverage company based in Illinois which employs about 107,000 people around the world. It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations. The Mondelez name, adopted in 2012, was suggested by Kraft Foods employees and is derived from the words "mundus" (Latin for "world") and "delez" (a proxy for the word "delicious").')] concepts=[Concept(name='Spin-off', definition='', isolated_context='It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations.')] tasks=[] persona_traits=[] references=[ExternalReference(title='Mondelez International', type='Organization', content='', source='User', isolated_context='Mondelez International, Inc., styled Mondelēz ( ), is an American multinational confectionery, food, and beverage company based in Illinois which employs about 107,000 people around the world. It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations. The Mondelez name, adopted in 2012, was suggested by Kraft Foods employees and is derived from the words "mundus" (Latin for "world") and "delez" (a proxy for the word "delicious").')] relationships=[] sentiment='Neutral'
2026-02-27 04:33:29 | IngestionPipeline | INFO | Extracted: 1 entities, 1 concepts, 1 references.
2026-02-27 04:33:29 | IngestionPipeline | INFO | Domain: Professional
2026-02-27 04:33:29 | IngestionPipeline | INFO | Extraction took: 22.3939s
2026-02-27 04:33:29 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'Mondelez International'
2026-02-27 04:33:33 | IngestionPipeline | INFO | [Community] Assigned 2 nodes to 'Personal Knowledge'
2026-02-27 04:33:40 | IngestionPipeline | INFO | [Community] Updated summary and embedding for 'Personal Knowledge'
2026-02-27 04:33:40 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note bff27aca-4f57-4d10-8354-9556698b5c21: 'Mondelez International'
2026-02-27 04:33:40 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note bff27aca-4f57-4d10-8354-9556698b5c21: 'Professional'
2026-02-27 04:33:40 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 11.6691s
2026-02-27 04:33:40 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:33:40 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:34:04 | IngestionPipeline | INFO |   [Ingestion] Extracted 8 atomic facts for Entity: mondelez international
2026-02-27 04:34:04 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 2 context(s) for Entity: mondelez international
2026-02-27 04:34:04 | IngestionPipeline | INFO |   Summary updated for Entity: mondelez international (Title: mondelez international)
2026-02-27 04:34:04 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: mondelez international (Entity:Organization)
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Ingestion] Extracted 5 atomic facts for Concept: spin-off
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: spin-off
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Ingestion] Extracted 6 atomic facts for Reference: Mondelez International
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Reference: Mondelez International
2026-02-27 04:34:23 | IngestionPipeline | INFO |   Summary updated for Reference: Mondelez International (Title: Mondelez International)
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: Mondelez International (Reference)
2026-02-27 04:34:23 | IngestionPipeline | INFO |   Summary updated for Concept: spin-off (Title: spin-off)
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: spin-off (Concept)
2026-02-27 04:34:23 | IngestionPipeline | INFO |   [Perf] Summarization took: 43.0222s
2026-02-27 04:34:23 | IngestionPipeline | INFO | [Ingestion] Marked Note bff27aca-4f57-4d10-8354-9556698b5c21 as Processed.
2026-02-27 04:34:23 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 77.1029s
2026-02-27 04:34:23 | IngestionPipeline | INFO | [2026-02-27 04:34:23.910419] SUCCESS: Note bff27aca-4f57-4d10-8354-9556698b5c21 fully indexed in 77.10s.
2026-02-27 04:34:24 | IngestionPipeline | INFO | [2026-02-27 04:34:24.367472] START: Ingesting Note 9e975643-5f32-41c3-ace1-e6eb4da67446
2026-02-27 04:34:24 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 04:34:24 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 04:34:24 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-02-27 04:34:24 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 04:34:58 | IngestionPipeline | INFO | Extraction Completed: summary='The 1989 Colorado Buffaloes football team achieved a historic season, winning the conference championship and playing in the Orange Bowl. The season was dedicated to Sal Aunese, who tragically passed away due to cancer.' domain='Professional' entities=[Entity(name='1989 Colorado Buffaloes football team', type='Organization', importance=0.5, isolated_context='# 1989 Colorado Buffaloes football team\nThe 1989 Colorado Buffaloes football team represented the University of Colorado at Boulder during the 1989 NCAA Division I-A football season. The Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.'), Entity(name='Sal Aunese', type='Person', importance=0.5, isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl. The team dedicated the season to senior and former starting quarterback Sal Aunese, who was diagnosed with stomach cancer in February and died on September 23 due to complications from the disease.'), Entity(name='Notre Dame', type='Organization', importance=0.5, isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] concepts=[Concept(name='Cancer', definition='', isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl. The team dedicated the season to senior and former starting quarterback Sal Aunese, who was diagnosed with stomach cancer in February and died on September 23 due to complications from the disease.'), Concept(name='Orange Bowl', definition='', isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] tasks=[Task(name='Play', description='To play in the Orange Bowl', status='Complete', due_date=None, isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] persona_traits=[] references=[ExternalReference(title='Sal Aunese', type='Quote', content='The team dedicated the season to senior and former starting quarterback Sal Aunese, who was diagnosed with stomach cancer in February and died on September 23 due to complications from the disease.', source='User', isolated_context='')] relationships=[ExtractedRelationship(source_name='1989 Colorado Buffaloes football team', source_type='Organization', target_name='Sal Aunese', target_type='Person', relationship_type='dedicated_to', confidence=0.95, context='The team dedicated the season to senior and former starting quarterback Sal Aunese.'), ExtractedRelationship(source_name='1989 Colorado Buffaloes football team', source_type='Organization', target_name='Notre Dame', target_type='Organization', relationship_type='plays_against', confidence=0.9, context='The Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] sentiment='Neutral'
2026-02-27 04:34:58 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['1989 Colorado Buffaloes football team', 'Sal Aunese', 'Notre Dame']
2026-02-27 04:34:58 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['Cancer', 'Orange Bowl']
2026-02-27 04:34:58 | IngestionPipeline | INFO | Standardized Extraction: summary='The 1989 Colorado Buffaloes football team achieved a historic season, winning the conference championship and playing in the Orange Bowl. The season was dedicated to Sal Aunese, who tragically passed away due to cancer.' domain='Professional' entities=[Entity(name='1989 Colorado Buffaloes football team', type='Organization', importance=0.5, isolated_context='# 1989 Colorado Buffaloes football team\nThe 1989 Colorado Buffaloes football team represented the University of Colorado at Boulder during the 1989 NCAA Division I-A football season. The Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.'), Entity(name='Sal Aunese', type='Person', importance=0.5, isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl. The team dedicated the season to senior and former starting quarterback Sal Aunese, who was diagnosed with stomach cancer in February and died on September 23 due to complications from the disease.'), Entity(name='Notre Dame', type='Organization', importance=0.5, isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] concepts=[Concept(name='Cancer', definition='', isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl. The team dedicated the season to senior and former starting quarterback Sal Aunese, who was diagnosed with stomach cancer in February and died on September 23 due to complications from the disease.'), Concept(name='Orange Bowl', definition='', isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] tasks=[Task(name='Play', description='To play in the Orange Bowl', status='Complete', due_date=None, isolated_context='# 1989 Colorado Buffaloes football team\nThe Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] persona_traits=[] references=[ExternalReference(title='Sal Aunese', type='Quote', content='The team dedicated the season to senior and former starting quarterback Sal Aunese, who was diagnosed with stomach cancer in February and died on September 23 due to complications from the disease.', source='User', isolated_context='')] relationships=[ExtractedRelationship(source_name='1989 Colorado Buffaloes football team', source_type='Organization', target_name='Sal Aunese', target_type='Person', relationship_type='dedicated_to', confidence=0.95, context='The team dedicated the season to senior and former starting quarterback Sal Aunese.'), ExtractedRelationship(source_name='1989 Colorado Buffaloes football team', source_type='Organization', target_name='Notre Dame', target_type='Organization', relationship_type='plays_against', confidence=0.9, context='The Buffaloes played for the national title but lost to Notre Dame in the Orange Bowl.')] sentiment='Neutral'
2026-02-27 04:34:58 | IngestionPipeline | INFO | Extracted: 3 entities, 2 concepts, 1 references.
2026-02-27 04:34:58 | IngestionPipeline | INFO | Domain: Professional
2026-02-27 04:34:58 | IngestionPipeline | INFO | Note complexity upgraded: 5 entities+concepts extracted
2026-02-27 04:34:58 | IngestionPipeline | INFO | Extraction took: 33.6493s
2026-02-27 04:34:58 | IngestionPipeline | INFO | [Agent] Refinement (Reasoning) triggered...
2026-02-27 04:35:05 | IngestionPipeline | INFO |   [Refiner] 🛠️ Patched Extraction: Added 2 new entities.
2026-02-27 04:35:05 | IngestionPipeline | INFO | [Ingestion] Using provided title: '1989 Colorado Buffaloes football team'
2026-02-27 04:35:09 | IngestionPipeline | INFO | [Ingestion] Creating 2 relationships...
2026-02-27 04:35:09 | IngestionPipeline | INFO | [Relationship] created: (1989 colorado buffaloes football team)-[dedicated_to]->(sal aunese)
2026-02-27 04:35:09 | IngestionPipeline | INFO | [Relationship] created: (1989 colorado buffaloes football team)-[plays_against]->(notre dame)
2026-02-27 04:35:09 | IngestionPipeline | INFO | [Community] Assigned 7 nodes to 'Professional Knowledge'
2026-02-27 04:35:20 | IngestionPipeline | INFO | [Community] Updated summary and embedding for 'Professional Knowledge'
2026-02-27 04:35:20 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 9e975643-5f32-41c3-ace1-e6eb4da67446: '1989 Colorado Buffaloes football team'
2026-02-27 04:35:20 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 9e975643-5f32-41c3-ace1-e6eb4da67446: 'Professional'
2026-02-27 04:35:20 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 15.2965s
2026-02-27 04:35:20 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:35:20 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 04:36:02 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Concept: cancer
2026-02-27 04:36:02 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: cancer
2026-02-27 04:36:03 | IngestionPipeline | INFO |   Summary updated for Concept: cancer (Title: cancer)
2026-02-27 04:36:03 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: cancer (Concept)
2026-02-27 04:36:06 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Entity: sal aunese
2026-02-27 04:36:06 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: sal aunese
2026-02-27 04:36:06 | IngestionPipeline | INFO |   Summary updated for Entity: sal aunese (Title: sal aunese)
2026-02-27 04:36:06 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: sal aunese (Entity:Person)
2026-02-27 04:36:10 | IngestionPipeline | INFO |   [Ingestion] Extracted 5 atomic facts for Entity: 1989 colorado buffaloes football team
2026-02-27 04:36:10 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: 1989 colorado buffaloes football team
2026-02-27 04:36:10 | IngestionPipeline | INFO |   Summary updated for Entity: 1989 colorado buffaloes football team (Title: 1989 colorado buffaloes football team)
2026-02-27 04:36:10 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: 1989 colorado buffaloes football team (Entity:Organization)
2026-02-27 04:36:16 | IngestionPipeline | INFO |   [Ingestion] Extracted 7 atomic facts for Entity: 1989 ncaa division i-a football season
2026-02-27 04:36:16 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: 1989 ncaa division i-a football season
2026-02-27 04:36:16 | IngestionPipeline | INFO |   Summary updated for Entity: 1989 ncaa division i-a football season (Title: 1989 ncaa division i-a football season)
2026-02-27 04:36:16 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: 1989 ncaa division i-a football season (Entity:Thing)
2026-02-27 04:36:20 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Concept: orange bowl
2026-02-27 04:36:20 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: orange bowl
2026-02-27 04:36:20 | IngestionPipeline | INFO |   Summary updated for Concept: orange bowl (Title: orange bowl)
2026-02-27 04:36:20 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: orange bowl (Concept)
2026-02-27 04:36:23 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: notre dame
2026-02-27 04:36:23 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: notre dame
2026-02-27 04:36:24 | IngestionPipeline | INFO |   Summary updated for Entity: notre dame (Title: notre dame)
2026-02-27 04:36:24 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: notre dame (Entity:Organization)
2026-02-27 04:36:28 | IngestionPipeline | INFO |   [Ingestion] Extracted 5 atomic facts for Reference: Sal Aunese
2026-02-27 04:36:28 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Reference: Sal Aunese
2026-02-27 04:36:28 | IngestionPipeline | INFO |   Summary updated for Reference: Sal Aunese (Title: Sal Aunese)
2026-02-27 04:36:28 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: Sal Aunese (Reference)
2026-02-27 04:36:30 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Task: play
2026-02-27 04:36:30 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Task: play
2026-02-27 04:36:31 | IngestionPipeline | INFO |   Summary updated for Task: play (Title: play)
2026-02-27 04:36:31 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: play (Task)
2026-02-27 04:36:35 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Entity: university of colorado at boulder
2026-02-27 04:36:35 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 3 context(s) for Entity: university of colorado at boulder
2026-02-27 04:36:36 | IngestionPipeline | INFO |   Summary updated for Entity: university of colorado at boulder (Title: university of colorado at boulder)
2026-02-27 04:36:36 | IngestionPipeline | INFO |   [Perf] Summarization took: 75.2215s
2026-02-27 04:36:36 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: university of colorado at boulder (Entity:Organization)
2026-02-27 04:36:36 | IngestionPipeline | INFO | [Ingestion] Marked Note 9e975643-5f32-41c3-ace1-e6eb4da67446 as Processed.
2026-02-27 04:36:36 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 131.7673s
2026-02-27 04:36:36 | IngestionPipeline | INFO | [2026-02-27 04:36:36.310945] SUCCESS: Note 9e975643-5f32-41c3-ace1-e6eb4da67446 fully indexed in 131.77s.
2026-02-27 04:36:36 | IngestionPipeline | INFO | [2026-02-27 04:36:36.860914] START: Ingesting Note b092bd8f-c24d-4042-9791-5a792f98dd12
2026-02-27 04:36:36 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 04:36:36 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 04:36:36 | IngestionPipeline | INFO | Multimedia processing took: 0.0002s
